"","name","birthyear","taste","height","weight","gender"
"1092","Marina",1958,"Sports",1.8,95,"O"
"1091","Nina",2004,"Guitar",1.76,97,"F"
"1094","Paulo",1969,"Chess",1.78,96,"M"
"1093","Nathália",1971,"Food",1.73,58,"F"
"1095","Daniel",1961,"Travel",1.74,118,"O"
"1096","João",1987,"Magic",2.64,83,"O"
"1097","João",2006,"Sports",1.68,89,"M"
"1098","Daniela",1965,"Cats",2.52,105,"O"
"1100","Ariel",1973,"Cats",2.6,79,"O"
"1101","Nina",2020,"Travel",2.58,125,"O"
"1099","Melissa",1987,"Magic",1.79,75,"O"
"1102","Nina",1989,"Movie",1.52,101,"F"
"1103","Paulo",1959,"Magic",1.51,116,"O"
"1104","Ricardo",1989,"Sports",2.73,61,"M"
"1105","Letícia",2017,"Movie",1.98,115,"F"
"1106","Nina",1957,"Games",1.7,84,"O"
"1107","Matheus",2015,"Study",2.74,61,"O"
"1108","Melissa",1960,"Games",2.94,71,"F"
"1109","Marina",1982,"Cats",2.77,112,"F"
"1112","Larissa",1983,"Sports",2.93,78,"O"
"1110","Kátia",2007,"Cats",2.78,106,"O"
"1111","Letícia",1963,"Guitar",2.76,76,"O"
"1113","João",1968,"Food",2.89,65,"O"
"1114","Kátia",1999,"Travel",2.86,71,"F"
"1116","Paulo",1962,"Guitar",2.62,67,"O"
"1115","Daniel",1971,"Games",2.83,88,"M"
"1117","David",1966,"Chess",2.58,92,"M"
"1118","Nathália",2014,"Travel",2.89,120,"F"
"1119","Ariel",2011,"Sports",1.58,86,"M"
"1120","Ariel",1986,"Magic",1.97,85,"F"
"1122","Lucas",1979,"Guitar",1.89,115,"M"
"1123","Marcela",2011,"Magic",1.93,112,"F"
"1121","Nathália",2001,"Games",1.76,118,"F"
"1124","Marina",1975,"Magic",2.59,97,"F"
"1125","Kátia",2012,"Travel",1.72,67,"F"
"1126","João",1978,"Guitar",1.88,93,"M"
"1127","Daniel",2007,"Food",1.64,114,"M"
"1128","Larissa",1958,"Food",1.72,66,"F"
"1129","Melissa",1966,"Sports",1.97,64,"O"
"1130","João",1988,"Study",2.85,63,"O"
"1134","Nathália",1975,"Study",1.65,127,"F"
"1131","Larissa",1963,"Travel",2.66,80,"F"
"1133","Nina",2016,"Food",2.95,91,"F"
"1135","Larissa",1965,"Sports",2.63,104,"F"
"1132","Marina",2004,"Movie",2.71,129,"F"
"1137","João",2011,"Movie",2.94,97,"M"
"1136","Daniel",2000,"Sports",1.69,129,"M"
"1138","Cesar",1975,"Games",2.92,86,"O"
"1139","João",1991,"Guitar",1.76,76,"M"
"1142","Melissa",2005,"Chess",2.73,112,"F"
"1140","Lucas",1983,"Study",2.72,119,"M"
"1141","Marina",1993,"Travel",2.62,77,"F"
"1143","Ariel",1968,"Magic",2.94,56,"M"
"1145","Melissa",1968,"Cats",2.66,66,"F"
"1144","Kátia",1958,"Travel",1.52,125,"O"
"1146","David",2012,"Study",2.78,82,"M"
"1147","Larissa",1969,"Study",2.86,85,"O"
"1148","Letícia",2004,"Games",1.97,121,"F"
"1149","Marcela",1997,"Guitar",2.83,70,"O"
"1150","Ariel",1971,"Travel",1.91,125,"F"
"1151","Nathália",1958,"Sports",2.65,90,"O"
"1152","Ricardo",1962,"Sports",2.54,96,"M"
"1153","Melissa",2001,"Dogs",1.53,115,"F"
"1154","Ariel",2012,"Sports",2.75,86,"F"
"1155","Nathália",2020,"Dogs",1.99,66,"O"
"1158","Marina",1972,"Study",1.53,73,"F"
"1156","Lucas",1979,"Food",2.68,72,"M"
"1159","Luis",1968,"Cats",2.74,78,"M"
"1157","Ariel",1989,"Sports",2.68,129,"O"
"1160","Ariel",2001,"Study",2.94,77,"M"
"1162","Daniel",1969,"Sports",2.56,77,"M"
"1161","David",1983,"Food",1.83,111,"M"
"1164","Nathália",2019,"Chess",2.81,88,"F"
"1163","Melissa",1981,"Travel",1.8,112,"F"
"1165","João",1994,"Sports",2.51,76,"M"
"1166","Melissa",2019,"Food",2.59,83,"O"
"1167","Nathália",2020,"Guitar",1.89,130,"F"
"1169","Ariel",2001,"Sports",1.54,83,"F"
"1168","Daniel",2015,"Dogs",1.53,60,"M"
"1171","Lucas",1990,"Sports",2.57,116,"M"
"1172","Luis",1964,"Chess",2.62,116,"M"
"1170","Larissa",2009,"Food",2.79,94,"F"
"1173","Nina",1987,"Chess",2.71,127,"F"
"1174","Lucas",1969,"Magic",1.59,79,"M"
"1175","Ariel",2007,"Food",1.8,102,"F"
"1176","Lucas",2007,"Magic",1.95,69,"M"
"1179","Rogério",1990,"Study",1.61,56,"M"
"1178","Nathália",1995,"Guitar",1.57,96,"O"
"1177","Felipe",1983,"Food",2.86,56,"M"
"1180","Marcela",2003,"Travel",2.73,56,"F"
"1181","Cesar",2002,"Movie",1.68,128,"M"
"1182","Nathália",1988,"Study",1.57,78,"F"
"1183","João",2013,"Sports",2.55,79,"M"
"1184","Kátia",2005,"Chess",2.52,114,"F"
"1186","Marina",2000,"Cats",1.53,56,"F"
"1187","Kátia",1997,"Dogs",1.51,103,"F"
"1189","Nathália",2019,"Chess",1.6,111,"O"
"1188","Melissa",1981,"Movie",2.97,61,"F"
"1190","João",1991,"Magic",1.97,76,"O"
"1191","Daniela",2003,"Food",1.56,115,"O"
"1185","Letícia",1993,"Study",2.92,127,"O"
"1192","Matheus",1967,"Study",1.5,76,"M"
"1194","Melissa",2007,"Movie",1.89,61,"F"
"1193","Felipe",2015,"Magic",1.84,59,"O"
"1195","João",1964,"Magic",2.55,96,"O"
"1196","Lucas",1995,"Guitar",1.53,92,"M"
"1197","Ariel",1956,"Games",1.52,77,"F"
"1199","Rogério",2017,"Travel",2.91,101,"M"
"1200","Ariel",1968,"Chess",2.91,97,"F"
"1201","Ricardo",1974,"Cats",2.92,128,"M"
"1198","Nina",1997,"Cats",1.95,88,"O"
"1202","Daniela",1988,"Cats",2.76,75,"O"
"1204","Luis",1989,"Movie",2.64,120,"M"
"1205","Marina",2006,"Games",1.96,114,"F"
"1206","Lucas",2000,"Cats",1.77,79,"M"
"1207","Marina",1996,"Dogs",1.67,130,"O"
"1203","Nina",1968,"Dogs",1.72,130,"F"
"1208","Paulo",1983,"Sports",2.54,113,"M"
"1209","Rogério",1986,"Games",2.67,114,"M"
"1210","Luis",1970,"Movie",2.51,70,"M"
"1213","Ariel",2009,"Guitar",1.81,116,"O"
"1212","Ariel",2013,"Dogs",2.63,106,"M"
"1211","Kátia",1966,"Sports",1.63,60,"F"
"1215","Letícia",2014,"Chess",1.94,111,"F"
"1214","Ariel",1961,"Chess",1.67,113,"M"
"1216","Ariel",1989,"Chess",1.97,56,"M"
"1217","Lucas",2008,"Magic",1.89,113,"M"
"1219","Ricardo",1983,"Food",2.76,67,"O"
"1218","Marcela",1960,"Chess",1.81,129,"O"
"1220","Ariel",1966,"Dogs",1.54,116,"F"
"1222","João",1984,"Chess",1.83,62,"M"
"1221","Lucas",1987,"Guitar",2.65,113,"O"
"1223","Marcela",2014,"Food",1.97,66,"O"
"1224","Daniel",2010,"Movie",2.67,68,"O"
"1225","João",2013,"Magic",1.72,63,"O"
"1227","Nina",2000,"Study",2.98,70,"F"
"1229","Luis",2015,"Cats",2.73,129,"M"
"1228","Kátia",1998,"Games",1.53,57,"F"
"1226","Ricardo",1966,"Cats",2.96,91,"O"
"1230","Ariel",1996,"Chess",1.52,127,"F"
"1231","Nina",1994,"Food",2.9,83,"O"
"1234","Daniela",1967,"Games",1.58,104,"F"
"1233","Melissa",2014,"Cats",1.69,104,"O"
"1235","Ariel",2009,"Chess",1.57,58,"M"
"1236","Nathália",2007,"Travel",1.55,117,"F"
"1232","Marina",1976,"Magic",2.5,118,"F"
"1238","David",1983,"Cats",1.56,65,"M"
"1237","Lucas",1984,"Sports",1.54,64,"M"
"1239","Daniel",1984,"Food",2.8,125,"O"
"1240","Ariel",2018,"Chess",2.56,71,"O"
"1241","Ariel",1987,"Games",2.99,68,"M"
"1243","Marcela",1985,"Chess",2.85,107,"F"
"1242","Marcela",2020,"Cats",1.8,112,"F"
"1245","Lucas",2010,"Movie",1.69,103,"O"
"1246","Marcela",1995,"Sports",2.76,97,"F"
"1244","Nina",1998,"Sports",2.56,113,"F"
"1247","Melissa",1999,"Travel",2.98,130,"O"
"1248","Ricardo",1958,"Travel",1.59,85,"M"
"1249","Luis",1990,"Travel",2.52,121,"M"
"1253","Luis",1972,"Movie",1.93,90,"M"
"1251","David",2005,"Cats",2.87,77,"M"
"1250","Felipe",1998,"Movie",1.8,61,"M"
"1252","David",1993,"Guitar",2.82,116,"M"
"1254","Matheus",2005,"Cats",1.8,59,"M"
"1255","Daniel",1996,"Guitar",2.89,80,"M"
"1257","Kátia",1999,"Games",2.96,58,"F"
"1258","Letícia",1969,"Study",1.7,80,"O"
"1259","Kátia",2015,"Chess",1.87,61,"F"
"1260","Ariel",1999,"Travel",2.82,62,"M"
"1256","Ariel",1960,"Sports",1.66,77,"O"
"1261","Felipe",1985,"Travel",1.51,100,"O"
"1262","Ariel",2000,"Travel",2.82,129,"F"
"1263","Marcela",1982,"Food",1.98,58,"O"
"1266","David",1977,"Magic",1.67,108,"M"
"1265","Paulo",2018,"Sports",1.81,65,"M"
"1264","João",1988,"Magic",1.97,90,"M"
"1267","Marcela",1956,"Study",2.51,123,"F"
"1268","Nathália",1984,"Guitar",1.79,123,"O"
"1269","Matheus",2018,"Guitar",1.54,107,"M"
"1272","Kátia",1988,"Chess",1.92,86,"F"
"1270","Kátia",2007,"Cats",1.85,107,"F"
"1273","Daniela",1961,"Guitar",1.59,56,"F"
"1271","Paulo",1972,"Sports",2.54,84,"M"
"1274","Ariel",2009,"Food",1.55,130,"O"
"1276","Matheus",2020,"Chess",2.54,103,"M"
"1278","Lucas",2012,"Food",2.61,77,"M"
"1277","Paulo",2004,"Food",2.93,56,"M"
"1275","Melissa",1959,"Games",2.58,118,"F"
"1279","David",2008,"Movie",2.95,108,"O"
"1280","Cesar",1979,"Sports",1.83,119,"M"
"1281","Melissa",2010,"Food",1.58,62,"F"
"1283","Larissa",1975,"Movie",2.72,115,"F"
"1284","Ariel",1957,"Dogs",2.77,116,"O"
"1282","Nathália",1963,"Guitar",2.99,112,"F"
"1285","Ricardo",1997,"Movie",1.94,118,"M"
"1286","Paulo",1971,"Dogs",1.94,115,"O"
"1287","Kátia",2008,"Cats",2.64,127,"F"
"1288","Ariel",2003,"Movie",2.68,90,"F"
"1289","Matheus",1965,"Study",1.94,100,"O"
"1290","Ariel",1992,"Games",1.86,117,"M"
"1291","Ariel",2011,"Games",2.63,98,"O"
"1292","Cesar",2003,"Magic",2.96,76,"M"
"1295","Matheus",1968,"Movie",2.79,120,"M"
"1293","Matheus",1964,"Cats",1.99,56,"M"
"1294","Ariel",1990,"Dogs",1.85,88,"F"
"1297","Paulo",1979,"Cats",2.82,59,"M"
"1296","Lucas",1962,"Cats",2.65,111,"O"
"1299","Lucas",2002,"Magic",1.56,63,"M"
"1298","Daniel",1992,"Movie",2.77,91,"M"
"1300","Marina",1980,"Guitar",2.51,80,"F"
"1301","Letícia",1973,"Guitar",1.85,87,"F"
"1302","Ariel",2007,"Travel",1.8,121,"O"
"1303","Marina",2002,"Study",1.72,107,"F"
"1304","Lucas",1964,"Cats",1.94,78,"M"
"1307","Marina",1990,"Magic",2.79,87,"F"
"1306","Cesar",1973,"Chess",2.95,77,"M"
"1308","Nina",1980,"Guitar",2.89,119,"F"
"1305","Melissa",2002,"Travel",2.61,66,"F"
"1310","Daniel",1980,"Games",2.9,71,"O"
"1311","Ariel",1980,"Games",2.97,118,"F"
"1309","Rogério",1965,"Movie",1.85,80,"M"
"1312","Letícia",1979,"Cats",2.87,58,"F"
"1313","Luis",1994,"Study",1.85,58,"M"
"1314","Matheus",1996,"Guitar",1.93,61,"O"
"1315","Kátia",2020,"Games",1.76,101,"O"
"1316","João",1978,"Study",1.58,61,"M"
"1317","Rogério",1958,"Chess",2.56,61,"M"
"1318","Daniela",1967,"Travel",2.5,78,"F"
"1319","Marina",2018,"Games",1.64,74,"O"
"1320","Nathália",1990,"Movie",2.8,75,"F"
"1322","Paulo",1984,"Guitar",2.69,83,"O"
"1321","Ariel",2003,"Food",2.68,103,"M"
"1325","Cesar",1978,"Movie",2.61,77,"O"
"1324","David",2003,"Movie",1.74,97,"M"
"1323","Cesar",1978,"Cats",2.68,74,"M"
"1326","Daniela",1978,"Games",1.51,112,"O"
"1327","David",1997,"Guitar",2.88,60,"O"
"1328","Larissa",1991,"Guitar",1.75,97,"O"
"1330","David",1971,"Food",2.81,89,"M"
"1331","Daniel",1977,"Movie",2.78,74,"M"
"1329","Melissa",2001,"Chess",2.53,113,"F"
"1333","Marina",1997,"Magic",1.55,57,"F"
"1332","Larissa",1973,"Food",1.66,105,"F"
"1334","Felipe",2014,"Dogs",1.72,104,"O"
"1335","Letícia",1958,"Guitar",1.57,116,"F"
"1338","Paulo",1968,"Movie",2.61,95,"M"
"1336","Lucas",1970,"Dogs",2.67,70,"O"
"1337","Nina",1998,"Magic",1.91,77,"O"
"1339","Daniel",2016,"Guitar",1.54,125,"M"
"1340","David",1975,"Sports",2.86,118,"M"
"1341","Marina",2006,"Dogs",2.68,67,"F"
"1343","Lucas",1971,"Cats",1.85,81,"M"
"1344","Kátia",2015,"Guitar",2.96,96,"F"
"1342","Lucas",1992,"Movie",2.83,117,"M"
"1345","Matheus",1978,"Games",1.59,57,"O"
"1346","Lucas",1961,"Sports",1.74,84,"M"
"1347","Felipe",1989,"Guitar",1.5,114,"M"
"1348","Letícia",1973,"Magic",1.51,121,"F"
"1349","Ricardo",1978,"Sports",2.85,57,"M"
"1351","Larissa",1981,"Guitar",1.66,62,"F"
"1350","Melissa",1977,"Magic",2.61,112,"O"
"1354","João",1994,"Sports",1.71,87,"M"
"1352","Melissa",2015,"Food",1.84,58,"F"
"1355","Ariel",1985,"Games",2.97,56,"F"
"1353","Luis",1955,"Games",2.91,113,"O"
"1356","Kátia",1998,"Magic",2.69,128,"O"
"1358","Marina",1981,"Dogs",1.58,72,"O"
"1360","Letícia",2017,"Dogs",2.52,70,"F"
"1361","Letícia",1966,"Games",2.68,61,"F"
"1359","Felipe",1980,"Movie",2.54,76,"M"
"1357","João",1992,"Guitar",2.72,105,"M"
"1362","Larissa",2001,"Chess",1.7,80,"F"
"1364","Daniel",1968,"Games",2.59,116,"O"
"1365","Marcela",1955,"Magic",1.93,110,"F"
"1363","Marcela",1957,"Magic",1.74,104,"F"
"1367","Marcela",2011,"Study",2.7,94,"F"
"1368","Nina",1964,"Movie",1.67,82,"F"
"1366","Daniela",1963,"Food",2.72,71,"F"
"1369","Matheus",1990,"Guitar",1.69,113,"M"
"1370","Lucas",2013,"Movie",1.83,100,"M"
"1371","Marcela",1958,"Games",2.79,73,"O"
"1375","Ariel",1964,"Movie",1.95,63,"F"
"1372","Luis",1976,"Chess",1.98,71,"O"
"1373","Luis",1983,"Games",1.55,85,"M"
"1374","Luis",2020,"Chess",1.58,61,"M"
"1376","Paulo",1979,"Chess",2.73,101,"M"
"1380","Lucas",1968,"Guitar",1.8,56,"M"
"1377","David",1980,"Movie",2.51,112,"M"
"1379","Larissa",2013,"Guitar",2.59,107,"F"
"1378","Felipe",1978,"Games",1.78,66,"M"
"1381","Nina",1986,"Dogs",1.58,114,"O"
"1385","Marina",2009,"Study",1.58,117,"F"
"1383","Nathália",1989,"Cats",1.99,122,"F"
"1384","Marina",2003,"Food",1.78,73,"O"
"1382","Kátia",2004,"Games",2.55,130,"O"
"1386","Ricardo",1976,"Games",2.88,69,"M"
"1387","Matheus",2020,"Sports",1.62,73,"M"
"1388","Daniela",1967,"Sports",1.71,127,"F"
"1390","Cesar",1959,"Dogs",2.71,116,"M"
"1389","Melissa",2006,"Movie",1.66,82,"O"
"1391","Melissa",2001,"Travel",2.59,70,"F"
"1393","David",2009,"Dogs",1.92,93,"O"
"1392","Melissa",1976,"Study",2.99,85,"F"
"1395","Nina",2011,"Guitar",2.84,98,"O"
"1396","Marcela",1982,"Movie",1.76,98,"O"
"1394","João",2010,"Sports",2.73,130,"M"
"1397","Felipe",1955,"Dogs",2.99,67,"M"
"1398","Daniel",1956,"Dogs",2.64,87,"O"
"1399","Ariel",2013,"Movie",1.66,79,"M"
"1403","Lucas",1984,"Cats",1.87,59,"M"
"1402","Marina",2003,"Dogs",1.62,115,"F"
"1400","Kátia",2002,"Sports",2.76,81,"F"
"1401","Rogério",1988,"Study",2.97,91,"M"
"1404","Ariel",1958,"Magic",2.66,106,"M"
"1405","Marcela",1996,"Sports",1.71,88,"O"
"1406","Marcela",1965,"Travel",2.57,112,"F"
"1408","Cesar",1997,"Study",2.64,115,"M"
"1407","Felipe",2014,"Dogs",2.93,121,"M"
"1409","Letícia",2002,"Food",1.81,83,"F"
"1411","Lucas",2009,"Study",2.6,111,"O"
"1413","Ricardo",1973,"Travel",2.85,58,"O"
"1412","Felipe",2007,"Study",1.91,83,"M"
"1410","Ariel",1982,"Sports",1.8,129,"M"
"1414","Kátia",1956,"Sports",1.6,96,"F"
"1416","Nathália",1999,"Study",2.93,73,"F"
"1417","Daniel",1991,"Movie",1.89,60,"O"
"1418","Melissa",1983,"Movie",1.93,85,"F"
"1415","Ricardo",2002,"Movie",1.58,106,"O"
"1419","Nathália",1989,"Magic",2.94,60,"O"
"1421","Lucas",2016,"Guitar",1.55,101,"M"
"1422","Cesar",1998,"Movie",1.59,64,"M"
"1420","Ricardo",2013,"Magic",1.54,128,"M"
"1423","Ricardo",2014,"Dogs",2.83,108,"M"
"1424","Nathália",1992,"Travel",2.91,95,"F"
"1425","Nathália",2020,"Guitar",1.83,117,"F"
"1427","Cesar",2014,"Study",2.64,113,"M"
"1428","Marcela",1996,"Food",2.63,77,"O"
"1429","Cesar",2002,"Movie",2.52,57,"M"
"1426","Rogério",1974,"Cats",2.78,116,"O"
"1431","Felipe",1957,"Sports",2.62,111,"M"
"1430","Larissa",1970,"Dogs",1.53,100,"F"
"1432","Larissa",1987,"Study",1.6,94,"F"
"1433","Paulo",2004,"Chess",2.67,70,"M"
"1434","David",1960,"Dogs",2.83,80,"M"
"1436","Larissa",1964,"Magic",2.99,73,"F"
"1435","Ariel",1970,"Food",2.92,59,"O"
"1438","Ariel",1993,"Travel",1.78,85,"O"
"1437","Kátia",1959,"Chess",1.97,99,"F"
"1439","Cesar",1990,"Guitar",1.7,101,"M"
"1441","Daniela",2010,"Magic",2.59,118,"F"
"1440","Rogério",2019,"Food",2.94,58,"M"
"1443","Rogério",1998,"Sports",2.54,117,"M"
"1444","David",2018,"Travel",2.91,70,"M"
"1445","João",2006,"Dogs",2.51,103,"O"
"1442","Matheus",1975,"Travel",1.76,100,"M"
"1446","Matheus",2004,"Guitar",1.68,97,"O"
"1447","Ricardo",1989,"Travel",1.97,122,"M"
"1448","Marcela",1980,"Cats",2.97,75,"F"
"1450","Luis",1963,"Guitar",2.59,104,"O"
"1451","Matheus",1967,"Study",1.57,107,"O"
"1449","Daniela",1965,"Magic",2.96,85,"F"
"1453","Lucas",2016,"Magic",1.55,78,"M"
"1452","Lucas",1996,"Magic",2.71,129,"M"
"1454","Lucas",2001,"Food",2.7,129,"M"
"1456","Nathália",1995,"Magic",2.69,59,"F"
"1455","Ariel",1985,"Movie",1.61,69,"F"
"1459","David",1999,"Sports",2.67,123,"M"
"1458","Cesar",1963,"Movie",2.8,106,"M"
"1457","Marina",2016,"Cats",1.58,79,"F"
"1460","Rogério",1958,"Travel",2.53,103,"M"
"1461","João",1991,"Movie",1.64,128,"O"
"1462","Nina",2014,"Dogs",2.93,126,"F"
"1465","Lucas",2016,"Cats",2.87,68,"M"
"1463","Nina",1978,"Study",1.62,76,"F"
"1464","Rogério",2002,"Chess",1.82,76,"M"
"1466","Nina",1981,"Sports",1.94,125,"F"
"1467","Ariel",2015,"Games",2.52,85,"F"
"1468","Letícia",2004,"Games",2.66,78,"O"
"1470","Lucas",2013,"Sports",1.72,107,"M"
"1471","Matheus",1971,"Sports",2.73,79,"M"
"1469","Daniel",2001,"Chess",2.96,66,"O"
"1472","Daniela",1999,"Chess",1.97,92,"F"
"1474","Rogério",2008,"Chess",1.97,65,"O"
"1473","Matheus",1999,"Games",1.86,103,"O"
"1475","Felipe",2014,"Study",2.92,110,"M"
"1476","Daniela",2005,"Dogs",1.94,107,"F"
"1477","Larissa",2005,"Food",1.62,62,"O"
"1478","Cesar",2018,"Magic",1.8,97,"M"
"1479","Marina",2004,"Chess",1.59,117,"F"
"1482","Paulo",1963,"Guitar",1.83,97,"M"
"1481","Matheus",2012,"Guitar",2.95,83,"M"
"1480","Matheus",1983,"Cats",1.58,97,"M"
"1483","Kátia",1973,"Chess",2.58,58,"F"
"1484","Rogério",2012,"Dogs",2.92,64,"M"
"1485","Letícia",1977,"Magic",1.78,102,"F"
"1486","Cesar",1969,"Movie",2.81,112,"M"
"1488","Lucas",1975,"Guitar",1.53,59,"M"
"1489","Paulo",2005,"Sports",1.98,90,"M"
"1487","Marina",1996,"Guitar",1.63,103,"F"
"1491","David",1969,"Dogs",1.86,65,"M"
"1492","Ricardo",1987,"Travel",2.91,105,"O"
"1490","Ricardo",1985,"Guitar",1.61,73,"M"
"1493","Daniel",1991,"Food",2.96,87,"M"
"1494","Marcela",1980,"Games",2.82,79,"F"
"1496","João",2006,"Travel",1.58,82,"O"
"1495","Rogério",1963,"Guitar",1.94,90,"M"
"1498","David",2001,"Guitar",2.5,123,"O"
"1497","Luis",1961,"Sports",1.57,56,"O"
"1500","Ariel",1966,"Movie",2.63,120,"F"
"1499","João",1991,"Sports",2.62,120,"M"
"1501","Marcela",1988,"Magic",1.68,96,"O"
"1503","Ariel",1988,"Cats",1.73,94,"F"
"1502","Matheus",1975,"Dogs",2.75,100,"M"
"1505","Rogério",2003,"Magic",2.56,72,"O"
"1506","Melissa",2011,"Travel",2.88,77,"F"
"1508","Daniela",1994,"Movie",2.82,111,"F"
"1509","Ariel",1976,"Food",1.82,59,"O"
"1507","Melissa",1990,"Chess",1.82,129,"F"
"1504","Lucas",1985,"Cats",1.51,77,"M"
"1510","Ariel",1961,"Magic",2.59,128,"F"
"1511","Lucas",2017,"Chess",2.54,111,"O"
"1512","Ricardo",1986,"Travel",1.83,104,"M"
"1514","João",2010,"Games",2.6,94,"O"
"1513","Nathália",2017,"Dogs",2.91,85,"F"
"1515","Ariel",1968,"Study",1.75,111,"F"
"1516","Nina",2010,"Games",1.71,113,"O"
"1517","Marina",1966,"Games",1.62,63,"O"
"1519","João",2000,"Games",1.72,106,"O"
"1518","Luis",1985,"Chess",1.98,117,"M"
"1522","Ricardo",1982,"Magic",2.76,89,"O"
"1521","Ricardo",1975,"Travel",2.76,117,"O"
"1520","Larissa",1968,"Cats",2.89,120,"F"
"1523","Marina",1974,"Games",1.8,61,"F"
"1525","Ariel",1986,"Guitar",1.86,116,"F"
"1524","Felipe",2006,"Study",2.93,111,"M"
"1527","Paulo",2019,"Food",2.81,107,"O"
"1526","Ricardo",1961,"Sports",2.6,99,"O"
"1528","Daniela",1996,"Dogs",2.73,58,"F"
"1530","Marcela",2002,"Magic",1.57,119,"O"
"1529","Daniel",1955,"Sports",2.94,107,"O"
"1532","Larissa",2019,"Chess",2.85,111,"F"
"1531","Ricardo",1974,"Movie",2.59,72,"M"
"1534","Marcela",1980,"Food",1.96,128,"F"
"1533","Kátia",1958,"Travel",1.55,114,"F"
"1535","Kátia",1966,"Sports",2.95,112,"O"
"1537","Ariel",1965,"Guitar",2.74,60,"O"
"1536","Letícia",1991,"Travel",1.94,73,"O"
"1539","Matheus",1994,"Dogs",2.96,59,"O"
"1540","Daniel",1982,"Study",2.61,95,"M"
"1538","Nathália",1972,"Sports",2.68,93,"F"
"1541","João",2020,"Games",2.56,93,"O"
"1542","Daniela",1995,"Chess",1.5,66,"F"
"1543","Melissa",1982,"Cats",1.58,113,"F"
"1544","Daniela",2004,"Sports",2.91,77,"F"
"1547","Daniela",1959,"Sports",1.97,95,"F"
"1545","Marcela",1967,"Sports",2.88,96,"O"
"1546","Felipe",1983,"Study",2.98,104,"M"
"1548","Nina",1971,"Cats",2.72,107,"O"
"1549","David",1996,"Chess",2.74,69,"O"
"1550","Larissa",1979,"Food",1.74,119,"F"
"1551","David",1969,"Movie",2.56,122,"O"
"1552","Ariel",1957,"Games",1.71,128,"O"
"1553","Daniel",1972,"Chess",1.87,123,"M"
"1555","Ariel",1998,"Chess",2.61,81,"O"
"1554","Larissa",2020,"Study",2.88,92,"F"
"1557","Daniela",1969,"Cats",2.73,57,"F"
"1558","Kátia",1993,"Travel",2.82,116,"F"
"1556","Kátia",1957,"Food",1.59,114,"F"
"1560","Rogério",1989,"Guitar",1.72,124,"M"
"1561","Daniel",1993,"Sports",2.81,95,"M"
"1559","David",1998,"Travel",2.56,111,"O"
"1563","Nathália",1970,"Games",2.78,116,"F"
"1562","Rogério",2006,"Magic",1.67,109,"M"
"1564","Ricardo",2017,"Guitar",2.53,57,"O"
"1566","Matheus",2002,"Movie",2.73,121,"M"
"1567","David",2013,"Movie",2.83,79,"M"
"1568","Ariel",1985,"Games",1.95,95,"F"
"1569","Nathália",1965,"Study",1.64,89,"O"
"1565","Paulo",1984,"Guitar",2.9,74,"O"
"1570","Larissa",1975,"Travel",1.61,126,"F"
"1571","Letícia",2009,"Chess",1.53,82,"O"
"1573","Matheus",1965,"Cats",1.9,84,"O"
"1572","Felipe",1982,"Sports",2.57,78,"O"
"1576","Ariel",2010,"Guitar",2.91,60,"F"
"1575","Rogério",1970,"Magic",1.67,111,"M"
"1574","Daniel",2003,"Cats",2.91,111,"O"
"1578","Rogério",1997,"Games",1.59,97,"O"
"1577","Felipe",1975,"Movie",2.9,105,"M"
"1579","Ariel",2016,"Magic",2.63,80,"M"
"1580","João",2006,"Guitar",2.77,111,"O"
"1581","Nathália",2007,"Sports",1.51,126,"F"
"1582","Ricardo",1993,"Chess",2.57,56,"M"
"1583","Larissa",1981,"Guitar",2.74,110,"F"
"1584","Cesar",1996,"Guitar",2.85,65,"M"
"1585","Letícia",1990,"Games",2.56,72,"F"
"1587","Matheus",1992,"Magic",2.86,104,"M"
"1588","Melissa",2009,"Dogs",1.89,111,"F"
"1589","Ariel",1976,"Cats",2.85,129,"F"
"1586","Matheus",1987,"Chess",2.5,116,"O"
"1591","Letícia",2002,"Cats",2.83,80,"F"
"1590","Larissa",2003,"Food",1.96,90,"F"
"1592","Ariel",1978,"Games",1.73,102,"F"
"1593","Marcela",1973,"Dogs",2.87,68,"O"
"1594","Felipe",1981,"Travel",1.99,91,"M"
"1596","Lucas",2014,"Guitar",2.83,88,"M"
"1598","Kátia",1969,"Guitar",2.66,103,"F"
"1595","Lucas",2019,"Dogs",1.74,90,"O"
"1597","Marina",2006,"Magic",1.8,59,"F"
"1599","Cesar",1996,"Guitar",1.57,72,"O"
"1600","Matheus",2007,"Cats",1.71,60,"M"
"1601","Ariel",1980,"Travel",2.57,64,"M"
"1603","Ricardo",2009,"Games",1.7,85,"M"
"1602","Letícia",2016,"Cats",2.69,89,"O"
"1604","Ariel",1962,"Study",2.7,118,"M"
"1605","João",2013,"Food",2.73,80,"M"
"1606","Paulo",2018,"Travel",2.51,102,"M"
"1607","David",1993,"Magic",2.87,70,"M"
"1608","Paulo",1967,"Games",1.61,112,"M"
"1609","Nina",1975,"Games",1.61,119,"F"
"1610","Daniel",1960,"Games",2.98,87,"M"
"1611","David",1988,"Sports",1.57,116,"M"
"1612","Nina",1983,"Travel",1.82,68,"F"
"1613","Matheus",1958,"Guitar",1.6,67,"M"
"1615","Letícia",2009,"Study",2.97,102,"O"
"1614","Daniela",1958,"Food",1.85,82,"F"
"1617","Nina",2016,"Guitar",1.92,120,"F"
